year,month,country,calorie_category,flavor,zone,product_code,product_name,sales,source
2020,May,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,17219,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,21405,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2573,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,8,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,477,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jan,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,620,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,20,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,25740,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,91,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4081,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,53,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,375,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Dec,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1538,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jan,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,134,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1355,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,315,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1918,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1561,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1042,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3245,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1468,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,219,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2585,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Dec,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1230,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,546,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Apr,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,6809,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Nov,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,110,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13225,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,9292,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8942,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,32815,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4994,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13026,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1800,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1645,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,44456,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1048,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4058,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,25224,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,7342,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,17157,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,53,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2961,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3211,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,138061,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,22345,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,66679,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,28751,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1022,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1536,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,53544,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8199,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2122,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11531,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2884,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,36499,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3861,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2938,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3564,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1956,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,89090,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,106238,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,21753,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,50903,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Nov,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,36,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Dec,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Dec,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,49,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Dec,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1501,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3526,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,12847,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2987,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3124,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11094,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2605,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,564,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2911,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Oct,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jan,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,391,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3397,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jul,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,517,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1911,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,16,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,14100,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8384,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2541,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,15405,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,20378,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13305,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,117,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,53248,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1557,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3005,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,49441,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,34,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,61937,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5253,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,60413,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2995,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,196,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,62,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,59710,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,92,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,19359,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2747,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1072,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2009,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,19942,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2020,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3463,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jan,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,36640,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,63,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3368,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Mar,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5627,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,64256,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2244,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,May,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1638,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3430,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,22761,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,19562,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18459,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jun,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,12006,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3256,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18597,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18495,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,29910,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,140,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,97,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Jul,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,59435,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2328,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4668,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Aug,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2710,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,20769,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,67141,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18315,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5146,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
2019,Sep,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,28375,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/E._Privados/ventas_mensuales_E._Privados.csv
